"1","0","rolla","g8","37.953634992159756","-91.77425913512707","0"
"1","0","rolla","g8","37.95363393468718","-91.77420549094677","1"
"1","0","rolla","g8","37.95359375071776","-91.77420616149902","2"
"1","0","rolla","g8","37.95359216450797","-91.77425980567932","3"
"1","0","rolla","gst1","37.95356414146306","-91.77425108850002","0"
"1","0","rolla","gst1","37.95356467019987","-91.77423499524593","1"
"1","0","rolla","gst1","37.953551451778836","-91.77423566579819","2"
"1","0","rolla","gst1","37.95355039430504","-91.77425041794777","3"
"1","0","rolla","gjc1","37.95357365872479","-91.7742346599698","0"
"1","0","rolla","gjc1","37.95357312998806","-91.7741934210062","1"
"1","0","rolla","gjc1","37.95356414146306","-91.77419375628233","2"
"1","0","rolla","gjc1","37.95356440583145","-91.77423499524593","3"
"1","0","rolla","gvt1","37.95354827935742","-91.77425108850002","0"
"1","0","rolla","gvt1","37.95354854372589","-91.77422359585762","1"
"1","0","rolla","gvt1","37.953537175881436","-91.77422493696213","2"
"1","0","rolla","gvt1","37.95352422182402","-91.77422661334275","3"
"1","0","rolla","gvt1","37.953523957455474","-91.77420549094677","4"
"1","0","rolla","gvt1","37.95351629076732","-91.77420616149902","5"
"1","0","rolla","gvt1","37.953516555135884","-91.77425175905226","6"
"1","0","rolla","GEV1","37.95354642877822","-91.77422225475311","0"
"1","0","rolla","GEV1","37.95354616440975","-91.77420180290937","1"
"1","0","rolla","GEV1","37.95353664714445","-91.77420113235712","2"
"1","0","rolla","GEV1","37.95353664714445","-91.77420549094677","3"
"1","0","rolla","GEV1","37.95352845172058","-91.77420549094677","4"
"1","0","rolla","GEV1","37.9535287160891","-91.77422057837248","5"
"1","0","rolla","GEV1","37.953537175881436","-91.7742209136486","6"
"1","0","rolla","GEV1","37.953537175881436","-91.7742232605815","7"
"1","0","rolla","GCR1","37.95354299198813","-91.77401840686798","0"
"1","0","rolla","GCR1","37.953525014929625","-91.77401773631573","1"
"1","0","rolla","GCR1","37.953525014929625","-91.77413910627365","2"
"1","0","rolla","GCR1","37.95350650912953","-91.77413910627365","3"
"1","0","rolla","GCR1","37.95350703786675","-91.7741572111845","4"
"1","0","rolla","GCR1","37.953525543666714","-91.7741572111845","5"
"1","0","rolla","GCR1","37.95352607240378","-91.7741934210062","6"
"1","0","rolla","GCR1","37.953630233533","-91.7741920799017","7"
"1","0","rolla","GCR1","37.95363076226933","-91.7741659283638","8"
"1","0","rolla","GCR1","37.95354510693588","-91.7741659283638","9"
"1","0","rolla","G1","37.953523957455474","-91.77419140934943","0"
"1","0","rolla","G1","37.953523957455474","-91.77415922284126","1"
"1","0","rolla","G1","37.95350915281554","-91.77415989339352","2"
"1","0","rolla","G1","37.95350915281554","-91.77416391670704","3"
"1","0","rolla","G1","37.95350703786675","-91.77416391670704","4"
"1","0","rolla","G1","37.95350703786675","-91.77419140934943","5"
"1","0","rolla","G2","37.95350492291788","-91.77419107407331","0"
"1","0","rolla","G2","37.95350492291788","-91.77414044737816","1"
"1","0","rolla","G2","37.95347055499029","-91.77414011210203","2"
"1","0","rolla","G2","37.95347055499029","-91.77419073879719","3"
"1","0","rolla","G3","37.953523957455474","-91.77413776516914","0"
"1","0","rolla","G3","37.953523957455474","-91.77410926669836","1"
"1","0","rolla","G3","37.95346368140286","-91.77410993725061","2"
"1","0","rolla","G3","37.953463152665336","-91.7741273716092","3"
"1","0","rolla","G3","37.953470026252816","-91.77412804216146","4"
"1","0","rolla","G3","37.95347055499029","-91.77413877099752","5"
"1","0","rolla","G4","37.953523957455474","-91.77413776516914","0"
"1","0","rolla","G4","37.953523957455474","-91.77410926669836","1"
"1","0","rolla","G4","37.95346368140286","-91.77410993725061","2"
"1","0","rolla","G4","37.953463152665336","-91.7741273716092","3"
"1","0","rolla","G4","37.953470026252816","-91.77412804216146","4"
"1","0","rolla","G4","37.95347055499029","-91.77413877099752","5"
"1","0","rolla","G5","37.953638428945546","-91.77409887313843","0"
"1","0","rolla","G5","37.953638428945546","-91.77408143877983","1"
"1","0","rolla","G5","37.95363181974195","-91.7740811035037","2"
"1","0","rolla","G5","37.953630233533","-91.77401874214411","3"
"1","0","rolla","G5","37.9535511874104","-91.77401807159185","4"
"1","0","rolla","G5","37.953550129936595","-91.77409149706364","5"
"1","0","rolla","G5","37.953561497779035","-91.77409216761588","6"
"1","0","rolla","G5","37.95356202651585","-91.7740985378623","7"
"1","0","rolla","G7A","37.95355779662122","-91.77411194890738","0"
"1","0","rolla","G7A","37.95355806098966","-91.77409652620554","1"
"1","0","rolla","G7A","37.95354590004128","-91.77409652620554","2"
"1","0","rolla","G7A","37.95354616440975","-91.77411228418349","3"
"1","0","rolla","G5A","37.95358581966857","-91.77400801330805","0"
"1","0","rolla","G5A","37.95358581966857","-91.77395202219486","1"
"1","0","rolla","G5A","37.95355330235791","-91.77395235747099","2"
"1","0","rolla","G5A","37.95355330235791","-91.77400700747967","3"
"1","0","rolla","GST2","37.953550658673485","-91.77400600165129","0"
"1","0","rolla","GST2","37.95355092304195","-91.77395571023226","1"
"1","0","rolla","GST2","37.95353929082939","-91.77395571023226","2"
"1","0","rolla","GST2","37.95353796898692","-91.77398957312107","3"
"1","0","rolla","GST2","37.95352950919466","-91.7739889025688","4"
"1","0","rolla","GST2","37.95352898045762","-91.77395537495613","5"
"1","0","rolla","GST2","37.9535173482416","-91.77395571023226","6"
"1","0","rolla","GST2","37.953518405715855","-91.77400700747967","7"
"1","0","rolla","Gwt","37.95363102663749","-91.77416458725929","0"
"1","0","rolla","Gwt","37.95363155537379","-91.77412837743759","1"
"1","0","rolla","Gwt","37.953638693313685","-91.77412804216146","2"
"1","0","rolla","Gwt","37.953638428945546","-91.77410993725061","3"
"1","0","rolla","Gwt","37.95361014155003","-91.77410993725061","4"
"1","0","rolla","Gwt","37.95360961281358","-91.77416525781155","5"
"1","0","rolla","GMT","37.95360538292167","-91.77416525781155","0"
"1","0","rolla","GMT","37.95360564728993","-91.77410993725061","1"
"1","0","rolla","GMT","37.95358396909028","-91.77410960197447","2"
"1","0","rolla","GMT","37.95358423345862","-91.77416458725929","3"
"1","0","rolla","G7","37.95358291161696","-91.77416458725929","0"
"1","0","rolla","G7","37.95358291161696","-91.77410926669836","1"
"1","0","rolla","G7","37.95356123341062","-91.77410993725061","2"
"1","0","rolla","G7","37.9535609690422","-91.77411630749702","3"
"1","0","rolla","G7","37.9535448425674","-91.77411664277315","4"
"1","0","rolla","G7","37.95354431383047","-91.77416525781155","5"
